imt,level,mean_poe,p16_poe,p84_poe
SA(1.0),1.4590812272681337,2.304668811348165e-07,2.636245710618823e-08,4.481667019717861e-07
SA(1.0),1.9999999999999996,1.7652620698527244e-08,1.8468072626731669e-09,3.2998013210772115e-08
SA(2.0),0.005,0.08827242255210876,0.06771909445524216,0.10901995748281479
SA(2.0),0.0068536280318835935,0.061846889555454254,0.04810626432299614,0.0760904848575592
SA(2.0),0.009394443439884114,0.04227887839078903,0.0330967977643013,0.05182027816772461
SA(2.0),0.01287720418070694,0.028209231793880463,0.022046849131584167,0.034287385642528534
SA(2.0),0.017651113509036333,0.018345830962061882,0.01441668439656496,0.02211742289364338
SA(2.0),0.024194833267898123,0.01159481517970562,0.008953213691711426,0.014146890491247177
SA(2.0),0.03316447750232326,0.007090797647833824,0.005258484277874231,0.008796490728855133
SA(2.0),0.04545939853453909,0.00417162012308836,0.0029500124510377645,0.005237860605120659
SA(2.0),0.06231236162177699,0.0023424613755196333,0.0015627206303179264,0.0029115695506334305
SA(2.0),0.08541314966877565,0.0012425152817741036,0.0007852237904444337,0.0014748165849596262
SA(2.0),0.11707799137227792,0.0006143237696960568,0.00036150950472801924,0.0007953975000418723
SA(2.0),0.1604818007171339,0.0002785767428576946,0.00014696466678287834,0.0004017378087155521
SA(2.0),0.2199765136004211,0.00011363446537870914,5.0633134378585964e-05,0.0001811033143894747
SA(2.0),0.30152743999357373,4.060440915054642e-05,1.4448770343733486e-05,7.302259473362938e-05
SA(2.0),0.41331138302441106,1.1997175533906557e-05,2.8222102628205903e-06,2.495483568054624e-05
SA(2.0),0.5665364961185355,2.6099546630575787e-06,1.0279459417006365e-07,6.44968122287537e-06
SA(2.0),0.7765660821766212,3.0036952125556127e-07,2.8976614441234005e-09,7.093249791978451e-07
SA(2.0),1.0644590138831418,3.0267595096944433e-09,1.3989166769423633e-10,5.843055372878325e-09
SA(2.0),1.4590812272681337,2.634634455045415e-10,0.0,6.249506467881361e-10
SA(2.0),1.9999999999999996,6.722296330696764e-12,0.0,1.630357134019267e-11
