building_id,resident_population
santo_domingo_795,2.7430
santo_domingo_796,4.7230
santo_domingo_797,8.3433
santo_domingo_798,30.1614
santo_domingo_799,1.1049
santo_domingo_800,3.2311
santo_domingo_801,5.3486
santo_domingo_802,5.7104
santo_domingo_803,6.9685
santo_domingo_804,1.8975
santo_domingo_805,0.9956
santo_domingo_806,0.6996
santo_domingo_807,13.1605
santo_domingo_808,3.6255
santo_domingo_809,0.7952
santo_domingo_810,4.2477
santo_domingo_811,10.9939
santo_domingo_812,21.3139
santo_domingo_813,20.2092
santo_domingo_814,10.9840
santo_domingo_815,13.6093
santo_domingo_816,25.4666
santo_domingo_817,8.3838
santo_domingo_818,12.5709
santo_domingo_819,2.0038
santo_domingo_820,23.1085
santo_domingo_821,15.2678
santo_domingo_822,29.3705
santo_domingo_823,60.3628
santo_domingo_824,42.9138
santo_domingo_825,2.6122
santo_domingo_826,6.3795
santo_domingo_827,45.6941
santo_domingo_828,8.9440
santo_domingo_829,11.5324
santo_domingo_830,2.7676
santo_domingo_831,1.8045
santo_domingo_832,7.0334
santo_domingo_833,20.2246
santo_domingo_834,23.2722
santo_domingo_835,10.9037
santo_domingo_836,8.2881
santo_domingo_837,11.3767
santo_domingo_838,0.6453
santo_domingo_839,1.6661
santo_domingo_840,7.5292
santo_domingo_841,4.9787
santo_domingo_842,2.9596
santo_domingo_843,15.9636
santo_domingo_844,1.7786
santo_domingo_845,8.9026
santo_domingo_846,9.6915
santo_domingo_847,17.1770
santo_domingo_848,12.1716
santo_domingo_849,2.5394
santo_domingo_850,8.4887
santo_domingo_851,7.7087
santo_domingo_852,11.7087
santo_domingo_853,15.0103
santo_domingo_854,12.8343
santo_domingo_855,37.1837
santo_domingo_856,29.7901
santo_domingo_857,20.0252
santo_domingo_858,20.5175
santo_domingo_859,47.5301
santo_domingo_860,43.0967
santo_domingo_861,2.8764
santo_domingo_862,14.4485
santo_domingo_863,13.8432
santo_domingo_864,3.0655
santo_domingo_865,10.0996
santo_domingo_866,23.1413
santo_domingo_867,8.2554
santo_domingo_868,3.1317
santo_domingo_869,44.1471
santo_domingo_870,25.1188
santo_domingo_871,32.8946
santo_domingo_872,1.3548
santo_domingo_873,2.7056
santo_domingo_874,0.6927
santo_domingo_875,5.3855
santo_domingo_876,4.1168
santo_domingo_877,2.4194
santo_domingo_878,2.7461
santo_domingo_879,5.0325
santo_domingo_880,32.0387
santo_domingo_881,2.7914
santo_domingo_882,4.3193
santo_domingo_883,2.6467
santo_domingo_884,6.9321
santo_domingo_885,52.7180
santo_domingo_886,10.5298
santo_domingo_887,1.4673
santo_domingo_888,3.2209
santo_domingo_889,0.6557
santo_domingo_890,41.7174
santo_domingo_891,2.6695
santo_domingo_892,7.4413
santo_domingo_893,11.1464
santo_domingo_894,1.5466
santo_domingo_895,13.6206
santo_domingo_896,0.1295
santo_domingo_897,17.1088
santo_domingo_898,1.6960
santo_domingo_899,3.9177
santo_domingo_900,8.8271
santo_domingo_901,41.8754
santo_domingo_902,38.0116
santo_domingo_903,6.9007
santo_domingo_904,8.4753
santo_domingo_905,26.0681
santo_domingo_906,22.3512
santo_domingo_907,9.9104
santo_domingo_908,11.6917
santo_domingo_909,11.2472
santo_domingo_910,6.0776
santo_domingo_911,1.2385
santo_domingo_912,23.4565
santo_domingo_913,26.3330
santo_domingo_914,2.6424
santo_domingo_915,28.0676
santo_domingo_916,1.1770
santo_domingo_917,4.7331
santo_domingo_918,5.3213
santo_domingo_919,7.9300
santo_domingo_920,0.1603
santo_domingo_921,0.3469
santo_domingo_922,4.2681
santo_domingo_923,17.2445
santo_domingo_924,4.1042
santo_domingo_925,9.5355
santo_domingo_926,6.5874
santo_domingo_927,11.4553
santo_domingo_928,5.0668
santo_domingo_929,6.4027
santo_domingo_930,0.9857
santo_domingo_931,11.3195
santo_domingo_932,5.0085
santo_domingo_933,5.5640
santo_domingo_934,1.5006
santo_domingo_935,2.0080
santo_domingo_936,1.0908
santo_domingo_937,7.7286
santo_domingo_938,10.8167
santo_domingo_939,25.0273
santo_domingo_940,0.6894
santo_domingo_941,8.1104
santo_domingo_942,1.0066
santo_domingo_943,15.3234
santo_domingo_944,32.6221
santo_domingo_945,35.3667
santo_domingo_946,8.5371
santo_domingo_947,54.6247
santo_domingo_948,3.8915
santo_domingo_949,7.1230
santo_domingo_950,18.1009
santo_domingo_951,2.2189
santo_domingo_952,2.2148
santo_domingo_953,3.2994
santo_domingo_954,25.2490
santo_domingo_955,16.8616
santo_domingo_956,2.8820
santo_domingo_957,9.9410
santo_domingo_958,9.0508
santo_domingo_959,4.7290
santo_domingo_960,2.0355
santo_domingo_961,3.1353
santo_domingo_962,1.5095
santo_domingo_963,6.2353
santo_domingo_964,51.0210
santo_domingo_965,12.2602
santo_domingo_966,8.4200
santo_domingo_967,9.1414
santo_domingo_968,22.4367
santo_domingo_969,6.3645
santo_domingo_970,2.1573
santo_domingo_971,4.4475
santo_domingo_972,4.3596
santo_domingo_973,0.7628
santo_domingo_974,2.1424
santo_domingo_975,7.1161
santo_domingo_976,24.8866
santo_domingo_977,7.6569
santo_domingo_978,13.5718
santo_domingo_979,11.3728
santo_domingo_980,26.1999
santo_domingo_981,11.5410
santo_domingo_982,0.3783
santo_domingo_983,4.5649
santo_domingo_984,0.9083
santo_domingo_985,0.8640
santo_domingo_986,35.9948
santo_domingo_987,0.7646
santo_domingo_988,26.1045
santo_domingo_989,4.5244
santo_domingo_990,1.2907
santo_domingo_991,2.4029
santo_domingo_992,31.8181
santo_domingo_993,9.4733
santo_domingo_994,0.2261
santo_domingo_995,7.1293
santo_domingo_996,0.4798
santo_domingo_997,0.7332
