building_id,resident_population
san_jose_1000096,0.9339
san_jose_1879,1.7185
san_jose_1883,1.4954
san_jose_1885,2.4346
san_jose_1892,3.0510
san_jose_1896,0.0522
san_jose_1897,0.7966
san_jose_1898,0.0460
san_jose_1907,0.2402
san_jose_1910,0.2203
san_jose_1916,17.3291
san_jose_1000097,3.5555
san_jose_1000098,12.3874
san_jose_1922,2.9767
san_jose_1924,1.0610
san_jose_1926,5.0302
san_jose_1927,0.6256
san_jose_1000099,5.5070
san_jose_1934,0.7460
san_jose_1935,0.6818
san_jose_1952,1.4557
san_jose_1953,9.7220
san_jose_1955,1.4974
san_jose_1966,1.0048
san_jose_1000100,0.3957
san_jose_1970,17.3604
san_jose_1973,1.4145
san_jose_1981,0.9548
san_jose_1982,2.2320
san_jose_1983,14.1252
san_jose_1990,0.9634
san_jose_1995,4.7449
san_jose_1000101,0.4351
san_jose_1999,1.9598
san_jose_2001,0.5814
san_jose_2005,0.6779
san_jose_2012,0.7776
san_jose_2018,0.9681
san_jose_1000102,0.3233
san_jose_1000103,0.2172
san_jose_2035,1.4835
san_jose_2036,0.7326
san_jose_2037,0.7761
san_jose_1904,0.1799
san_jose_1000104,0.3374
san_jose_1000105,0.5730
san_jose_1000106,0.6114
san_jose_2049,0.9015
san_jose_2050,0.3648
san_jose_2053,0.6798
san_jose_2055,0.5379
san_jose_2063,0.9681
san_jose_2064,0.8280
san_jose_2065,0.7959
san_jose_2066,0.3447
san_jose_2067,0.8889
san_jose_1000107,0.7261
san_jose_2072,0.1481
san_jose_1000108,1.0017
san_jose_1000109,0.4609
san_jose_2083,1.0720
san_jose_1000110,1.0995
san_jose_1000111,0.8020
san_jose_2089,1.6814
san_jose_2091,1.0940
san_jose_1000112,4.2930
san_jose_2097,0.1952
san_jose_1000113,0.1087
san_jose_1000114,0.5429
san_jose_1000115,0.9135
san_jose_2113,0.0662
san_jose_2116,1.0624
san_jose_2117,11.2930
san_jose_1000117,1.6251
san_jose_1000118,0.1108
san_jose_1000119,1.0297
san_jose_2127,1.0043
san_jose_1000120,0.5353
san_jose_2131,0.9425
san_jose_1000121,0.4122
san_jose_2135,0.0668
san_jose_2136,0.3778
san_jose_2138,0.0592
san_jose_1000122,0.1036
san_jose_2141,0.6265
san_jose_2142,0.0561
san_jose_2143,0.0589
san_jose_2145,1.0780
san_jose_2149,0.9433
san_jose_2150,0.1506
san_jose_1000123,0.0885
san_jose_2156,0.0704
san_jose_2159,0.8452
san_jose_2160,0.6020
san_jose_1000124,0.4511
san_jose_1000125,0.4131
san_jose_1000126,0.5912
san_jose_1000127,0.5351
san_jose_2177,1.1128
san_jose_2178,0.9470
san_jose_2180,0.0704
san_jose_1000128,0.5115
san_jose_2183,0.9623
