lon,lat,vs30_ms
-103.308333,20.758333,591.7
-103.300000,20.758333,900.0
-103.291667,20.758333,900.0
-103.283333,20.758333,678.1
-103.275000,20.758333,561.8
-103.266667,20.758333,570.8
-103.258333,20.758333,798.1
-103.466667,20.750000,295.0
-103.458333,20.750000,278.6
-103.450000,20.750000,278.1
-103.441667,20.750000,282.2
-103.433333,20.750000,261.8
-103.425000,20.750000,258.8
-103.416667,20.750000,343.3
-103.408333,20.750000,368.6
-103.400000,20.750000,388.5
-103.391667,20.750000,370.0
-103.383333,20.750000,343.1
-103.375000,20.750000,373.6
-103.366667,20.750000,448.7
-103.358333,20.750000,477.6
-103.350000,20.750000,473.9
-103.341667,20.750000,469.3
-103.333333,20.750000,585.2
-103.325000,20.750000,781.4
-103.316667,20.750000,802.6
-103.308333,20.750000,679.5
-103.300000,20.750000,744.0
-103.291667,20.750000,900.0
-103.283333,20.750000,900.0
-103.275000,20.750000,801.3
-103.266667,20.750000,622.8
-103.258333,20.750000,703.0
-103.466667,20.741667,310.9
-103.458333,20.741667,292.4
-103.450000,20.741667,287.9
-103.441667,20.741667,296.5
-103.433333,20.741667,293.1
-103.425000,20.741667,265.3
-103.416667,20.741667,290.0
-103.408333,20.741667,337.8
-103.400000,20.741667,366.9
-103.391667,20.741667,364.3
-103.383333,20.741667,340.6
-103.375000,20.741667,325.9
-103.366667,20.741667,357.4
-103.358333,20.741667,396.3
-103.350000,20.741667,397.5
-103.341667,20.741667,480.4
-103.333333,20.741667,551.3
-103.325000,20.741667,552.1
-103.316667,20.741667,864.5
-103.308333,20.741667,900.0
-103.300000,20.741667,881.5
-103.291667,20.741667,371.6
-103.283333,20.741667,900.0
-103.275000,20.741667,900.0
-103.266667,20.741667,900.0
-103.258333,20.741667,754.5
-103.466667,20.733333,318.5
-103.458333,20.733333,305.5
-103.450000,20.733333,297.5
-103.441667,20.733333,297.9
-103.433333,20.733333,307.2
-103.425000,20.733333,302.3
-103.416667,20.733333,330.0
-103.408333,20.733333,370.7
-103.400000,20.733333,350.3
-103.391667,20.733333,342.0
-103.383333,20.733333,327.5
-103.375000,20.733333,318.6
-103.366667,20.733333,335.9
-103.358333,20.733333,328.4
-103.350000,20.733333,355.5
-103.341667,20.733333,436.3
-103.333333,20.733333,471.3
-103.325000,20.733333,599.2
-103.316667,20.733333,555.0
-103.308333,20.733333,692.8
-103.300000,20.733333,900.0
-103.291667,20.733333,900.0
-103.283333,20.733333,546.0
-103.275000,20.733333,899.8
-103.266667,20.733333,900.0
-103.258333,20.733333,900.0
-103.466667,20.725000,311.3
-103.458333,20.725000,307.1
-103.450000,20.725000,299.2
-103.441667,20.725000,328.8
-103.433333,20.725000,352.9
-103.425000,20.725000,355.0
-103.416667,20.725000,385.8
-103.408333,20.725000,382.6
-103.400000,20.725000,333.9
-103.391667,20.725000,319.6
-103.383333,20.725000,363.4
-103.375000,20.725000,343.7
-103.366667,20.725000,336.8
-103.358333,20.725000,331.1
-103.350000,20.725000,317.5
-103.341667,20.725000,298.9
-103.333333,20.725000,391.4
-103.325000,20.725000,419.9
-103.316667,20.725000,340.2
-103.308333,20.725000,395.9
-103.300000,20.725000,574.8
-103.291667,20.725000,900.0
-103.283333,20.725000,900.0
-103.275000,20.725000,489.4
-103.266667,20.725000,591.1
-103.258333,20.725000,471.3
-103.466667,20.716667,286.5
-103.458333,20.716667,319.2
-103.450000,20.716667,321.0
-103.441667,20.716667,345.7
-103.433333,20.716667,368.6
-103.425000,20.716667,400.0
-103.416667,20.716667,405.5
-103.408333,20.716667,334.2
-103.400000,20.716667,310.3
-103.391667,20.716667,358.2
-103.383333,20.716667,353.5
-103.375000,20.716667,324.3
-103.366667,20.716667,296.6
-103.358333,20.716667,294.8
-103.350000,20.716667,322.1
-103.341667,20.716667,280.1
-103.333333,20.716667,346.1
-103.325000,20.716667,379.6
-103.316667,20.716667,352.3
-103.308333,20.716667,360.9
-103.300000,20.716667,362.8
-103.291667,20.716667,900.0
-103.283333,20.716667,900.0
-103.275000,20.716667,613.4
-103.266667,20.716667,735.6
-103.258333,20.716667,501.1
-103.466667,20.708333,200.4
-103.458333,20.708333,287.3
-103.450000,20.708333,327.5
-103.441667,20.708333,363.6
-103.433333,20.708333,399.0
-103.425000,20.708333,408.9
-103.416667,20.708333,394.8
-103.408333,20.708333,380.8
-103.400000,20.708333,343.1
-103.391667,20.708333,299.2
-103.383333,20.708333,281.2
-103.375000,20.708333,314.6
-103.366667,20.708333,344.1
-103.358333,20.708333,341.8
-103.350000,20.708333,347.5
-103.341667,20.708333,325.9
-103.333333,20.708333,307.7
-103.325000,20.708333,344.8
-103.316667,20.708333,366.8
